#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
251021	253260	2475	128962	108757	-	-	RICTOR	MTOR	AVO3|PIA|hAVO3	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Sarbassov DD (2004)	PUBMED:15268862	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q6R327	-	NP_689969|NP_001272368|NP_001272369	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
251022	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Sarbassov DD (2004)	PUBMED:15268862	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
251023	2280	2475	108570	108757	RP11-314N13.2	-	FKBP1A	MTOR	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Sarbassov DD (2004)	PUBMED:15268862	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
280026	2280	2475	108570	108757	RP11-314N13.2	-	FKBP1A	MTOR	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Co-crystal Structure	physical	Choi J (1996)	PUBMED:8662507	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282205	2475	25	108757	106543	-	RP11-83J21.1	MTOR	ABL1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	Affinity Capture-Western	physical	Kumar V (2000)	PUBMED:10753870	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P00519	A0A024R8E2|Q59FK4	NP_009297|NP_005148	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282255	2475	1978	108757	108293	-	-	MTOR	EIF4EBP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	4E-BP1|4EBP1|BP-1|PHAS-I	Reconstituted Complex	physical	Schalm SS (2003)	PUBMED:12747827	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13541	-	NP_004086	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282256	2475	1978	108757	108293	-	-	MTOR	EIF4EBP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	4E-BP1|4EBP1|BP-1|PHAS-I	Affinity Capture-Western	physical	Kim DH (2002)	PUBMED:12150925	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13541	-	NP_004086	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282257	2475	1978	108757	108293	-	-	MTOR	EIF4EBP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	4E-BP1|4EBP1|BP-1|PHAS-I	Reconstituted Complex	physical	Long X (2005)	PUBMED:15854902	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13541	-	NP_004086	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282258	2475	1978	108757	108293	-	-	MTOR	EIF4EBP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	4E-BP1|4EBP1|BP-1|PHAS-I	Reconstituted Complex	physical	Hara K (2002)	PUBMED:12150926	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13541	-	NP_004086	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282259	2475	1978	108757	108293	-	-	MTOR	EIF4EBP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	4E-BP1|4EBP1|BP-1|PHAS-I	Reconstituted Complex	physical	Takahashi T (2000)	PUBMED:10971657	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13541	-	NP_004086	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282275	2475	2280	108757	108570	-	RP11-314N13.2	MTOR	FKBP1A	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	Two-hybrid	physical	Luker KE (2004)	PUBMED:15284440	9606	9606	Low Throughput	-	-	luciferase complementation imaging	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282276	2475	2280	108757	108570	-	RP11-314N13.2	MTOR	FKBP1A	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	Reconstituted Complex	physical	Banaszynski LA (2005)	PUBMED:15796538	9606	9606	Low Throughput	-	-	presence of rapamycin	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282282	25	2475	106543	108757	RP11-83J21.1	-	ABL1	MTOR	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Kumar V (2000)	PUBMED:10753870	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P00519	A0A024R8E2|Q59FK4	NP_009297|NP_005148	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282283	207	2475	106710	108757	-	-	AKT1	MTOR	AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Sekulic A (2000)	PUBMED:10910062	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P31749	B0LPE5|B3KVH4	NP_005154|NP_001014432|NP_001014431|NP_001369359|NP_001369362|NP_001369361|NP_001369360	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282284	207	2475	106710	108757	-	-	AKT1	MTOR	AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Protein-peptide	physical	Cheng SW (2004)	PUBMED:14970221	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P31749	B0LPE5|B3KVH4	NP_005154|NP_001014432|NP_001014431|NP_001369359|NP_001369362|NP_001369361|NP_001369360	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282285	1978	2475	108293	108757	-	-	EIF4EBP1	MTOR	4E-BP1|4EBP1|BP-1|PHAS-I	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Hara K (2002)	PUBMED:12150926	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13541	-	NP_004086	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282286	1978	2475	108293	108757	-	-	EIF4EBP1	MTOR	4E-BP1|4EBP1|BP-1|PHAS-I	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Wang L (2006)	PUBMED:16798736	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13541	-	NP_004086	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282287	1978	2475	108293	108757	-	-	EIF4EBP1	MTOR	4E-BP1|4EBP1|BP-1|PHAS-I	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Wang X (2005)	PUBMED:15767663	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13541	-	NP_004086	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282288	2280	2475	108570	108757	RP11-314N13.2	-	FKBP1A	MTOR	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Sabers CJ (1995)	PUBMED:7822316	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282289	2475	2475	108757	108757	-	-	MTOR	MTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Takahara T (2006)	PUBMED:16870609	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282290	3667	2475	109874	108757	-	-	IRS1	MTOR	HIRS-1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Ozes ON (2001)	PUBMED:11287630	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P35568	A0A024R499	NP_005535	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282291	4043	2475	110221	108757	RP11-529E10.3	-	LRPAP1	MTOR	A2MRAP|A2RAP|HBP44|MRAP|MYP23|RAP|alpha-2-MRAP	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Wang L (2006)	PUBMED:16798736	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P30533	-	NP_002328	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282292	5562	2475	111549	108757	-	-	PRKAA1	MTOR	AMPK|AMPKa1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Protein-peptide	physical	Cheng SW (2004)	PUBMED:14970221	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13131	-	NP_996790|NP_006242	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282293	5580	2475	111566	108757	-	-	PRKCD	MTOR	ALPS3|CVID9|MAY1|PKCD|nPKC-delta	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Kumar V (2000)	PUBMED:10698949	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q05655	A0A024R328	NP_001341607|NP_001341605|NP_001341608|NP_001341609|NP_006245|NP_997704|NP_001303256	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282294	6009	2475	111941	108757	-	-	RHEB	MTOR	RHEB2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Long X (2005)	PUBMED:15854902	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15382	-	NP_005605	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282295	6009	2475	111941	108757	-	-	RHEB	MTOR	RHEB2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Long X (2005)	PUBMED:15854902	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15382	-	NP_005605	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282296	6009	2475	111941	108757	-	-	RHEB	MTOR	RHEB2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Long X (2005)	PUBMED:15878852	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15382	-	NP_005605	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282297	6009	2475	111941	108757	-	-	RHEB	MTOR	RHEB2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Smith EM (2005)	PUBMED:15772076	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15382	-	NP_005605	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282298	6009	2475	111941	108757	-	-	RHEB	MTOR	RHEB2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Bernardi R (2006)	PUBMED:16915281	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15382	-	NP_005605	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282299	6198	2475	112112	108757	-	-	RPS6KB1	MTOR	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Chiang GG (2005)	PUBMED:15899889	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P23443	-	NP_003152|NP_001258971|NP_001258973|NP_001258972|NP_001258989|NP_001356598|NP_001356599|NP_001356600|NP_001356601	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282300	6198	2475	112112	108757	-	-	RPS6KB1	MTOR	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Holz MK (2005)	PUBMED:15905173	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P23443	-	NP_003152|NP_001258971|NP_001258973|NP_001258972|NP_001258989|NP_001356598|NP_001356599|NP_001356600|NP_001356601	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282301	6198	2475	112112	108757	-	-	RPS6KB1	MTOR	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Holz MK (2005)	PUBMED:15905173	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P23443	-	NP_003152|NP_001258971|NP_001258973|NP_001258972|NP_001258989|NP_001356598|NP_001356599|NP_001356600|NP_001356601	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282302	6198	2475	112112	108757	-	-	RPS6KB1	MTOR	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Hara K (2002)	PUBMED:12150926	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P23443	-	NP_003152|NP_001258971|NP_001258973|NP_001258972|NP_001258989|NP_001356598|NP_001356599|NP_001356600|NP_001356601	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282303	6249	2475	112163	108757	-	-	CLIP1	MTOR	CLIP|CLIP-170|CLIP170|CYLN1|RSN	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Choi JH (2002)	PUBMED:12231510	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P30622	A0A024RBR1|B3KXA5	NP_002947|NP_937883|NP_001234926	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282304	6249	2475	112163	108757	-	-	CLIP1	MTOR	CLIP|CLIP-170|CLIP170|CYLN1|RSN	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Choi JH (2002)	PUBMED:12231510	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P30622	A0A024RBR1|B3KXA5	NP_002947|NP_937883|NP_001234926	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282305	6772	2475	112649	108757	-	-	STAT1	MTOR	CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Kristof AS (2003)	PUBMED:12807916	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42224	-	NP_001371818|NP_001371820|NP_001371809|NP_001371814|NP_001371815|NP_001371816|NP_001371817|NP_644671|NP_009330|NP_001371812|NP_001371813|NP_001371811|NP_001371810|NP_001371819	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282306	8662	2475	114211	108757	-	-	EIF3B	MTOR	EIF3-ETA|EIF3-P110|EIF3-P116|EIF3S9|PRT1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Holz MK (2005)	PUBMED:16286006	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P55884	A0A024R821	NP_003742|NP_001349721|NP_001349722|NP_001032360|NP_001349720	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282307	8663	2475	114212	108757	-	-	EIF3C	MTOR	EIF3CL|EIF3S8|eIF3-p110	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Holz MK (2005)	PUBMED:16286006	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q99613	A0A024QYU9	NP_001186071|NP_001273407|NP_001032897|NP_003743|NP_001254503	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282308	8665	2475	114214	108757	-	-	EIF3F	MTOR	EIF3S5|eIF3-p47	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Harris TE (2006)	PUBMED:16541103	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00303	-	NP_003745	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282309	10243	2475	115537	108757	-	-	GPHN	MTOR	GEPH|GPH|GPHRYN|HKPX1|MOCODC	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Sabatini DM (1999)	PUBMED:10325225	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQX3	-	NP_065857|NP_001019389	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282310	29979	2475	119007	108757	-	-	UBQLN1	MTOR	DA41|DSK2|PLIC-1|UBQN|XDRP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Wu S (2002)	PUBMED:11853878	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UMX0	A0A024R258|A0A024R284	NP_444295|NP_038466	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282311	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Schalm SS (2003)	PUBMED:12747827	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282312	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Hara K (2002)	PUBMED:12150926	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282313	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Ha SH (2006)	PUBMED:16837165	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282314	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Wang L (2006)	PUBMED:16798736	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282315	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-MS	physical	Frias MA (2006)	PUBMED:16919458	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
